"first_name","last_name","season","season_type","league","team","games","starts","minutes","points","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","offensive_fouls","charges_drawn","technical_fouls","flagrant_fouls","ejections","points_off_turnovers","points_in_paint","second_chance_points","fast_break_points","possessions","estimated_possessions","team_possessions","usage_percentage","true_shooting_percentage","three_point_attempt_rate","free_throw_rate","offensive_rebounding_percentage","defensive_rebounding_percentage","total_rebounding_percentage","assist_percentage","steal_percentage","block_percentage","turnover_percentage","internal_box_plus_minus"
"zanna","bairstow",2020,"Full Season","Italy - Liga A","Longhorns",20,18,597,260,64,132,26,119,54,68,6,14,52,86,0,67,26,0,0,1,56,106,0,0,0,0,0,0,0,0,0,1111.7447,1111.7447,1797.0413,27.7479,0.4628,0.4741,0.2709,2.8596,11.6484,7.0856,24.7878,2.8835,0.0275,19.2573,-4.1364
"ponitka","thorpe",2021,"Full Season","Spain - ACB","Blue Devils",21,18,464.18,275,102,169,8,23,47,66,16,39,74,24,0,26,14,0,0,9,68,63,0,0,0,0,0,0,0,0,0,886.1523,886.1523,1603.6229,23.9123,0.6221,0.1198,0.3438,10.7148,23.2548,15.2825,12.8448,1.6232,2.065,10.5246,2.2587
"joffrey","simon",2013,"Full Season","Italy - Liga A","Grizzlies",11,5,240,116,52,88,1,7,9,13,5,34,41,4,0,30,17,0,0,12,38,25,0,0,0,0,0,0,0,0,0,441.0859,441.0859,2232.9972,25.8391,0.5759,0.0737,0.1368,18.126,22.7698,19.975,5.1621,3.726,5.4654,22.9498,-1.4068
"joffrey","simon",2014,"Full Season","Italy - Liga A","Orange",12,10,371,142,61,111,3,14,11,19,4,26,66,7,0,21,9,0,0,15,39,23,0,0,0,0,0,0,0,0,0,679.9586,679.9586,2217.6549,19.9546,0.5324,0.112,0.152,10.9813,22.8911,16.4278,6.3491,1.0474,5.932625,13.6046,0.8835
"joffrey","simon",2015,"Full Season","EuroCup","Longhorns",4,2,89.85,31,13,23,1,8,2,4,0,4,15,3,0,5,6,0,0,3,16,4,0,0,0,0,0,0,0,0,0,153.6237,153.6237,1273.7684,21.281,0.4731,0.2581,0.129,5.6648,23.3246,15.1252,8.7265,4.3244,4.3253,13.2415,-1.1996
"joffrey","simon",2015,"Full Season","Italy - Liga A","Longhorns",15,6,291,148,62,126,4,16,12,18,3,21,60,13,0,23,17,0,0,15,44,32,0,0,0,0,0,0,0,0,0,502.4634,502.4634,2080.6475,29.3629,0.4936,0.1127,0.1268,8.3641,28.4255,18.7305,9.1691,3.0407,5.932625,13.3009,1.9125
"joffrey","simon",2016,"Full Season","Italy - Liga A","Dukes",28,9,653,263,110,204,6,22,25,45,6,46,116,18,0,40,35,0,0,15,74,56,0,0,0,0,0,0,0,0,0,1210.9066,1210.9066,2253.0651,20.9151,0.535,0.0973,0.1991,8.1714,21.6278,14.9392,3.248,2.8349,5.932625,13.9958,3.0774
"kramer","boozer",2021,"Full Season","Spain - ACB","Stags",15,13,337.85,206,77,142,2,3,46,58,7,33,41,9,0,35,19,0,0,15,46,57,0,0,0,0,0,0,0,0,0,622.0682,622.0682,1489.9809,28.4505,0.604,0.0207,0.4,11.9283,17.8221,13.7159,6.1252,2.9531,5.102,17.03,-0.0997
"eidan","bess",2020,"Full Season","Spain - ACB","Demons",22,21,585.23,316,26,55,58,152,33,37,4,11,57,8,0,30,20,0,0,12,49,19,0,0,0,0,0,0,0,0,0,1071.8034,1071.8034,1703.1717,21.8353,0.6415,0.7609,0.1609,1.3919,13.3602,6.7306,5.574,2.3199,2.0043,10.8585,1.7073
"eidan","bess",2021,"Full Season","EuroLeague","Blue Demons",25,0,475.13,170,17,35,40,87,16,18,2,6,52,13,0,20,9,0,0,3,52,13,0,0,0,0,0,0,0,0,0,827.4708,827.4708,1750.2576,16.33,0.6542,0.7131,0.1475,1.3341,16.1814,8.9559,6.9343,1.0559,0.561,13.3404,-1.7545
"jake","oliver",2012,"Full Season","EuroCup","Hoosiers",6,4,103.92,43,18,32,0,0,7,10,0,8,20,1,0,10,2,0,0,5,18,13,0,0,0,0,0,0,0,0,0,184.2831,184.2831,461.0624,22.4561,0.5907,0,0.3125,10.671,26.9127,19.2588,3.2879,1.4237,4.8082,21.5517,-2.3556
"turen","oden",2021,"Full Season","Italy - Liga A","Pride",1,0,18,4,2,2,0,0,0,2,0,2,5,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,33.0617,33.0617,1203.077,7.5134,0.6944,0,0.6810375,13.6259,32.3106,22.8295,0,0,5.932625,0.739062499999999,-0.9622
"burjanadze","bone",2021,"Full Season","Spain - ACB","Dolphins",7,4,54.66,0,0,4,0,0,0,0,0,1,9,1,0,7,2,0,0,2,13,3,0,0,0,0,0,0,0,0,0,102.2777,102.2777,1571.7645,9.2024,0.3484875,0,0,2.0664,22.6622,12.9756,5.532,1.6723,3.8308,30.0635625,-9.0729
"killian","bohannon",2015,"Full Season","EuroCup","Longhorns",18,17,455.7,146,40,76,14,42,24,30,8,20,57,24,0,30,21,0,0,6,48,34,0,0,0,0,0,0,0,0,0,779.1464,779.1464,1273.7684,17.9129,0.5564,0.3559,0.2542,6.5435,18.8162,12.1842,12.7704,2.5966,2.1308,18.6104,0.7464
"killian","bohannon",2015,"Full Season","Italy - Liga A","Longhorns",29,28,677,223,60,118,22,67,37,48,8,46,113,22,0,56,26,0,0,6,84,54,0,0,0,0,0,0,0,0,0,1168.9613,1168.9613,2080.6475,19.1319,0.5409,0.3622,0.2595,12.7299,21.1085,16.1659,4.6984,2.1981,0.8737,21.3643,-0.4056
"killian","bohannon",2016,"Full Season","Italy - Liga A","Purple Eagles",16,14,414,149,34,72,17,46,30,42,3,29,70,16,0,35,16,0,0,4,50,44,0,0,0,0,0,0,0,0,0,745.8326,745.8326,2936.4908,20.1897,0.5459,0.3898,0.3559,9.4787,22.5526,14.0288,9.1305,2.6101,1.2516,20.4105,0.2246
"killian","bohannon",2017,"Full Season","Italy - Liga A","Purple Eagles",45,14,1054,456,121,228,44,121,76,107,13,46,124,77,0,70,36,0,0,15,102,114,0,0,0,0,0,0,0,0,0,1914.2167125,1914.2167125,3340.4611,23.4718,0.549,0.3306,0.306,7.4286,23.8919,15.6196,16.2627,2.6672,1.5118,20.9412,2.2238
"killian","bohannon",2018,"Full Season","EuroCup","Golden Hurricane",19,17,468.97,174,44,81,19,57,29,33,3,25,71,23,0,27,23,0,0,6,68,41,0,0,0,0,0,0,0,0,0,834.9397,834.9397,1370.8735,18.6019,0.5704,0.413,0.2391,6.6767,20.5026,12.2037,8.5779,2.5302,1.6768,15.0401,1.6127
"killian","bohannon",2019,"Full Season","EuroCup","Golden Hurricane",14,11,264.5,103,27,50,12,30,13,16,3,18,35,15,0,13,9,0,0,5,34,15,0,0,0,0,0,0,0,0,0,463.2567,463.2567,1479.9661,18.5912,0.5917,0.375,0.2,10.9077,19.3953,14.3805,7.7015,1.9172,1.9405,12.9948,3.73
"killian","bohannon",2020,"Full Season","EuroCup","Redbirds",10,3,190.65,77,23,37,4,17,19,21,2,13,26,18,0,11,12,0,0,1,27,23,0,0,0,0,0,0,0,0,0,352.737,352.737,1184.1122,18.1271,0.6088,0.3148,0.3889,10.2948,19.5318,14.5066,18.6761,3.1009,0.3707,14.8168,4.9499
"killian","bohannon",2020,"Full Season","Spain - ACB","Redbirds",17,7,272.4,101,33,53,5,26,20,29,3,10,39,9,0,22,13,0,0,2,41,28,0,0,0,0,0,0,0,0,0,490.3341,490.3341,2097.0533,19.9318,0.5503,0.3291,0.3671,5.4041,17.8946,11.0888,8.0351,2.7989,1.2381,19.339,-2.3608
"killian","bohannon",2021,"Full Season","EuroCup","Mastodons",14,14,393.1,174,39,79,19,32,39,44,7,19,64,18,0,40,9,0,0,1,45,41,0,0,0,0,0,0,0,0,0,708.2326,708.2326,1016.1111,21.2036,0.6674,0.2883,0.3964,7.9717,20.71,14.5809,7.5322,1.0798,0.4247,23.4797,0.6212
"henton","walkup",2013,"Full Season","EuroCup","Cardinal",6,6,175.25,73,10,25,13,31,14,15,0,2,8,30,0,12,7,0,0,0,10,14,0,0,0,0,0,0,0,0,0,306.9845,306.9845,420.4102,21.4593,0.5831,0.5536,0.2679,0.5357,6.8471,4.5367,28.5716,2.6093,0,16.0858,3.9029
"ekezie","porter",2021,"Full Season","Italy - Liga A","Horned Frogs",17,17,439,170,59,90,0,0,52,67,1,46,83,15,0,30,12,0,0,15,44,51,0,0,0,0,0,0,0,0,0,797.9293,797.9293,1390.4691,16.4659,0.7114,0,0.6810375,15.1272,24.1874,19.0186,7.9739,1.8995,5.2163,20.0696,4.0754
"eugene","samanic",2021,"Full Season","EuroLeague","Mountain Hawks",25,20,353.28,134,54,75,0,0,26,32,4,43,53,9,0,35,11,0,0,15,71,42,0,0,0,0,0,0,0,0,0,618.2636,618.2636,1844.588,17.6423,0.7521,0,0.4267,18.0845,19.7395,18.3724,4.8295,2.0944,5.932625,28.2076,2.5947
"tyler","sabonis",2018,"Full Season","Italy - Liga A","Hatters",14,6,280,99,36,75,5,17,12,23,5,38,30,9,0,16,8,0,0,1,20,23,0,0,0,0,0,0,0,0,0,535.8229,535.8229,2545.1586,19.2731,0.4847,0.1848,0.25,14.8133,11.4414,13.7403,6.6399,1.6668,0.014,13.5455,-3.2316
"fotu","cleveland",2021,"Full Season","EuroCup","Bobcats",11,0,67.11,7,0,5,2,7,1,4,1,2,9,6,0,6,1,0,0,0,9,6,0,0,0,0,0,0,0,0,0,127.8775,127.8775,1067.0714,13.1888,0.3484875,0.5833,0.3333,4.5803,14.6984,10.9397,13.5613,0.683,0,30.0635625,-5.1698
"jaren","lessort",2021,"Full Season","Spain - ACB","Dolphins",21,9,529.73,207,59,130,19,60,32,45,10,18,45,30,0,23,25,0,0,1,52,53,0,0,0,0,0,0,0,0,0,991.2104,991.2104,1571.7645,20.0958,0.4933,0.3158,0.2368,3.7758,12.4463,8.6053,8.7254,2.1673,0.6737,9.8797,-2.272
"alexey","booker",2021,"Full Season","Spain - ACB","Salukis",15,3,171.48,52,7,15,9,32,11,14,1,12,24,5,0,17,10,0,0,9,27,11,0,0,0,0,0,0,0,0,0,308.6575,308.6575,1449.9665,19.2597,0.4891,0.6809,0.2979,9.1438,19.2746,12.5134,6.113,3.0032,5.8084,24.2303,-1.7912
"ahearn","barnies",2014,"Full Season","EuroLeague","Terriers",4,2,73.52,30,7,20,4,13,4,6,3,1,8,4,0,2,2,0,0,1,7,8,0,0,0,0,0,0,0,0,0,121.6156,121.6156,661.6935,26.4961,0.4209,0.3939,0.1818,3.0799,14.1813,8.8713,12.4434,1.8298,1.2483,5.3135,-4.5826
"ahearn","barnies",2014,"Full Season","Italy - Liga A","Terriers",5,0,83,43,11,16,7,18,0,1,1,1,14,7,0,5,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,139.8444,139.8444,3108.59,24.2364,0.6243,0.5294,0.0294,2.5444,22.3886,12.8853,19.9236,2.3468,0,12.6775,3.8506
"ahearn","barnies",2015,"Full Season","EuroCup","Rebels",5,0,79.52,25,4,20,5,17,2,7,1,0,7,4,0,7,2,0,0,0,11,8,0,0,0,0,0,0,0,0,0,142.0009,142.0009,1142.8748,28.3969,0.3484875,0.4595,0.1892,0,9.8398,7.019,10.0756,1.8194,0,14.8683,-11.1913
"gallo","gravaghi",2021,"Full Season","Spain - ACB","Golden Eagles",22,19,662.44,365,90,150,39,114,68,90,12,10,56,72,0,66,31,0,0,3,40,74,0,0,0,0,0,0,0,0,0,1282.1596,1282.1596,1741.4292,25.7505,0.6011,0.4318,0.3409,3.1979,12.484,5.7054,22.0818,2.0736,1.0045,17.8571,0.8293
"tyrus","papagiannis",2019,"Full Season","EuroLeague","Blue Demons",2,0,19.56,10,4,5,0,0,2,4,0,0,0,2,0,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,32.5948,32.5948,2357.9389,26.6441,0.7396,0,0.6810375,0,0,0,17.1505,3.245,0,30.0635625,-9.5065
"myles","papanikolaou",2021,"Full Season","Spain - ACB","Dons",19,7,239.8,113,42,71,7,14,8,10,1,19,42,5,0,25,4,0,0,10,36,16,0,0,0,0,0,0,0,0,0,427.5044,427.5044,1355.8772,23.3627,0.632,0.1647,0.1176,11.454,25.1458,16.4344,6.5033,0.5775,4.2649,21.8531,-3.9883
"macijauskas","bleijenbergh",2013,"Full Season","EuroLeague","Broncos",29,26,660.06,267,101,178,0,0,65,107,13,46,99,13,0,50,16,0,0,15,85,114,0,0,0,0,0,0,0,0,0,1141.1889,1141.1889,2015.9344,21.3801,0.5751,0,0.6810375,11.9808,21.2837,16.9841,2.8311,1.1375,3.6856,17.723,1.3427
"macijauskas","bleijenbergh",2014,"Full Season","EuroLeague","Broncos",17,15,365.86,113,41,97,0,0,31,56,8,22,58,14,0,20,9,0,0,15,32,49,0,0,0,0,0,0,0,0,0,635.9963,635.9963,1686.2195,19.6794,0.4645,0,0.5773,6.9664,20.4743,13.8487,5.1001,1.6184,4.3547,14.1203,-3.5994
"macijauskas","bleijenbergh",2015,"Full Season","EuroLeague","Blue Demons",25,12,254.74,115,47,62,0,0,21,36,0,26,36,10,0,18,3,0,0,6,50,40,0,0,0,0,0,0,0,0,0,439.9857,439.9857,2038.0834,18.6391,0.7387,0,0.5806,12.955,19.1044,17.4273,7.5558,1.1027,3.0438,18.7813,3.0057
"macijauskas","bleijenbergh",2016,"Full Season","EuroLeague","Cyclones",24,22,441.58,215,85,143,0,0,45,84,9,37,77,17,0,41,9,0,0,15,50,93,0,0,0,0,0,0,0,0,0,775.0699,775.0699,1693.78,24.8748,0.5974,0,0.5874,11.9969,22.093,16.4596,10.2208,1.2942,5.5714,18.5554,-0.1188
"macijauskas","bleijenbergh",2017,"Full Season","EuroLeague","Cyclones",10,9,147.45,40,16,32,0,1,8,28,5,7,24,4,0,9,1,0,0,6,27,24,0,0,0,0,0,0,0,0,0,258.1978,258.1978,2390.2513,17.9328,0.4413,0.0303,0.6810375,6.1449,20.7452,14.1562,7.5806,0.732,4.2794,16.5685,-6.6088
"tom","cacok",2015,"Full Season","Italy - Liga A","Paladins",23,2,258,95,35,69,0,0,25,42,3,39,41,5,0,28,7,0,0,14,45,33,0,0,0,0,0,0,0,0,0,462.9311,462.9311,2521.0009,21.4513,0.543,0,0.6087,18.4213,19.6245,18.7882,2.7991,1.9695,5.6174,24.2466,-1.9296
"tom","cacok",2017,"Full Season","EuroCup","Huskies",8,7,157.1,85,35,54,0,0,15,26,4,12,26,4,0,16,6,0,0,9,22,26,0,0,0,0,0,0,0,0,0,289.6059,289.6059,589.9149,24.3612,0.6494,0,0.4815,11.387,23.282,18.4268,3.7253,2.4603,5.932625,19.6464,-0.4729
"tom","cacok",2017,"Full Season","Spain - ACB","Huskies",30,22,598.64,285,116,186,0,1,53,86,10,46,96,9,0,54,11,0,0,15,94,83,0,0,0,0,0,0,0,0,0,1077.707,1077.707,2304.2991,22.159,0.6338,0.0053,0.4599,14.6173,20.9751,18.9851,3.6638,1.0806,4.9134,19.3659,-1.5888
"tom","cacok",2018,"Full Season","EuroCup","Cyclones",22,18,399.81,169,75,131,0,0,19,51,7,46,78,8,0,31,9,0,0,13,47,53,0,0,0,0,0,0,0,0,0,701.0411,701.0411,1560.5436,22.5826,0.5507,0,0.3893,15.8906,26.3613,19.4941,6.1033,1.5361,3.8754,16.8076,-0.5366
"tom","cacok",2019,"Full Season","EuroLeague","Cyclones",29,20,588.9,321,121,228,0,0,63,96,16,46,81,25,0,65,8,0,0,15,80,82,0,0,0,0,0,0,0,0,0,1049.0131,1049.0131,2137.5855,28.3845,0.5707,0,0.4017,14.3743,19.6303,17.0461,8.1526,1.0258,4.2037,18.7731,-4.6025
"tom","cacok",2020,"Full Season","EuroLeague","Gators",28,22,419.41,159,69,125,0,0,21,46,11,34,42,9,0,35,21,0,0,15,71,40,0,0,0,0,0,0,0,0,0,729.1595,729.1595,2086.0594,21.0065,0.5474,0,0.368,10.454,15.0912,13.0774,7.248,2.9067,5.3319,19.4186,0.1558
"tom","cacok",2020,"Full Season","Spain - ACB","Gators",28,20,436.47,197,86,143,0,0,25,45,9,46,54,8,0,41,11,0,0,15,79,41,0,0,0,0,0,0,0,0,0,780.0794,780.0794,2251.9553,22.3957,0.605,0,0.3147,13.367,18.3236,15.7938,4.4075,1.6987,5.1248,20.1178,-1.8238
"tom","cacok",2021,"Full Season","EuroLeague","Pilots",1,0,11.65,2,1,2,0,0,0,0,0,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20.1627,20.1627,1773.9798,12.4709,0.5,0,0,18.81055,33.6099,25.703825,0,0,5.932625,30.0635625,-8.1882
"archibald","eschmeyer",2021,"Full Season","EuroLeague","Greyhounds",13,9,307.6,139,18,34,28,75,19,20,1,2,21,5,0,16,4,0,0,0,18,29,0,0,0,0,0,0,0,0,0,548.9456,548.9456,1802.4369,21.1288,0.59,0.6881,0.1835,1.2917,10.1966,6.63,1.4062,0.4517,0,11.9581,-5.3425
"darrun","pinault",2021,"Full Season","Italy - Liga A","Longhorns",1,1,35,15,2,6,2,3,5,7,0,1,4,2,0,2,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,64.6355,64.6355,664.8224,19.595,0.6209,0.3333,0.6810375,3.6389,12.7245,9.8123,12.4511,4.4739875,0,14.2045,-0.7594
"kaniel","camby",2017,"Full Season","EuroCup","Golden Panthers",2,0,30.95,16,7,11,0,1,2,4,3,1,7,1,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,57.9776,57.9776,1283.1833,20.5472,0.5814,0.0833,0.3333,4.039,28.7755,17.7179,6.3427,0,0,0.739062499999999,-5.2254
"kaniel","camby",2019,"Full Season","EuroLeague","Cyclones",27,25,701.16,263,84,129,22,58,29,42,6,46,106,22,0,24,18,0,0,15,49,51,0,0,0,0,0,0,0,0,0,1248.9829,1248.9829,2137.5855,15.8006,0.64,0.3102,0.2246,8.9267,21.6115,15.9027,7.2869,1.4574,4.2219,10.4584,1.1182
"kaniel","camby",2020,"Full Season","EuroLeague","Golden Panthers",21,1,426.53,179,66,107,7,16,26,35,4,37,56,16,0,18,12,0,0,13,39,38,0,0,0,0,0,0,0,0,0,768.5122,768.5122,2171.124,17.8126,0.6467,0.1301,0.2846,12.5166,19.1299,15.6162,6.6148,2.0167,3.1338,11.509,0.8887
"kaniel","camby",2021,"Full Season","EuroLeague","Black Bears",1,0,4.5,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8247,7.8247,1757.3534,22.8243,0.3484875,0.5,0,0,34.2722125,25.703825,0,0,0,0.739062499999999,-11.1913
"barea","alexander",2021,"Full Season","EuroLeague","Golden Panthers",2,0,24.11,2,0,2,0,2,2,3,1,1,3,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,43.6417,43.6417,1746.7595,14.7572,0.3484875,0.5,0.6810375,6.2018,19.0866,9.8414,5.6946,0,0,27.3224,-11.1913
"reggie","embiid",2012,"Full Season","EuroCup","Blue Hose",6,4,190.6,73,15,37,9,25,16,19,3,1,13,22,0,13,9,0,0,2,19,28,0,0,0,0,0,0,0,0,0,326.5706,326.5706,411.198,22.2189,0.5188,0.4032,0.3065,0.0417,9.3608,5.8715,27.4102,2.6006,1.0608,15.595,-0.8967
"reggie","embiid",2013,"Full Season","EuroLeague","Patriots",11,6,269.65,108,25,51,13,36,19,25,5,11,20,17,0,14,9,0,0,2,23,22,0,0,0,0,0,0,0,0,0,461.7912,461.7912,1645.7579,21.1013,0.551,0.4138,0.2874,4.7358,11.7378,8.8945,13.5342,2.1493,1.098,12.5,0.9928
"reggie","embiid",2014,"Full Season","EuroCup","Rams",8,5,231.15,93,22,40,11,35,16,19,1,4,18,37,0,21,14,0,0,2,20,28,0,0,0,0,0,0,0,0,0,392.8057,392.8057,688.2417,22.8598,0.5578,0.4667,0.2533,2.5822,9.5989,7.8198,31.5433,3.9717,1.219,20.1227,3.8195
"reggie","embiid",2016,"Full Season","EuroCup","Spiders",15,15,414.16,222,55,118,26,77,34,44,3,4,28,60,0,43,20,0,0,2,42,51,0,0,0,0,0,0,0,0,0,736.3422,736.3422,1146.7566,30.5519,0.5178,0.3949,0.2256,1.6545,10.9746,4.1309,32.1476,3.0524,1.0105,16.7081,-0.649
"davies","diogu",2013,"Full Season","Spain - ACB","Colonials",9,0,91.48,39,9,24,5,13,6,8,1,5,7,5,0,11,6,0,0,0,18,5,0,0,0,0,0,0,0,0,0,164.0728,164.0728,2466.1212,27.1457,0.4812,0.3514,0.2162,7.4075,9.6578,9.3473,9.6135,3.6071,0,21.3509,-5.9268
"harry","archibald",2021,"Full Season","EuroCup","Chippewas",2,0,5.7,2,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10.1538,10.1538,944.1355,24.6713,0.3484875,0,0.6810375,18.81055,22.4578,24.1606,0,0,0,0.739062499999999,-11.1913
"cleaves","rucker",2012,"Full Season","Spain - ACB","Fighting Irish",5,2,101.21,39,10,20,4,14,7,12,0,3,9,1,0,5,3,0,0,4,7,8,0,0,0,0,0,0,0,0,0,178.2706,178.2706,2421.9329,21.0981,0.4964,0.4118,0.3529,4.4303,11.7439,6.426,4.5054,1.4638,3.9303,11.2918,-3.6374
"cleaves","rucker",2014,"Full Season","EuroCup","Mocs",6,5,151.8,59,21,39,3,9,8,12,1,7,17,9,0,8,3,0,0,6,14,17,0,0,0,0,0,0,0,0,0,257.5677,257.5677,407.2115,21.2109,0.5537,0.1875,0.25,7.8592,16.6077,12.976,13.686,1.2154,4.962,13.0548,2.7609
"cleaves","rucker",2014,"Full Season","EuroLeague","Mocs",10,10,277.22,92,38,80,1,5,13,20,3,10,37,15,0,14,5,0,0,9,23,26,0,0,0,0,0,0,0,0,0,478.737,478.737,690.7718,19.5251,0.4904,0.0588,0.2353,4.3224,17.7288,9.8561,8.554,0.7753,3.2226,12.987,-3.0212
"cleaves","rucker",2015,"Full Season","Italy - Liga A","Pride",21,20,638,267,107,204,4,26,41,69,12,37,86,30,0,51,18,0,0,15,64,74,0,0,0,0,0,0,0,0,0,1214.1556,1214.1556,2340.7703,21.9567,0.5128,0.113,0.3,5.6841,14.2075,11.8227,7.8277,1.8642,4.5215,16.3798,-1.0804
"cleaves","rucker",2016,"Full Season","EuroCup","Seminoles",3,0,66.77,29,14,21,0,4,1,6,0,2,5,5,0,3,4,0,0,0,7,8,0,0,0,0,0,0,0,0,0,114.024,114.024,409.8545,23.4648,0.5246,0.16,0.24,4.3199,11.2933,6.3598,14.7057,3.2013,0,9.7911,-2.6443
"cleaves","rucker",2016,"Full Season","EuroLeague","Seminoles",10,9,258.81,108,38,67,5,19,17,21,4,9,31,22,0,17,13,0,0,9,19,27,0,0,0,0,0,0,0,0,0,444.4414,444.4414,695.4999,22.7458,0.567,0.2209,0.2442,4.5167,15.0028,11.9236,17.4984,3.2569,4.324,15.1461,0.5168
"cleaves","rucker",2017,"Full Season","Italy - Liga A","Pride",29,29,857,366,113,228,21,66,77,104,16,18,83,53,0,63,34,0,0,15,63,97,0,0,0,0,0,0,0,0,0,1569.1716,1569.1716,2215.5166,22.9931,0.5129,0.2122,0.3344,2.1638,12.0755,7.461,11.2879,1.9555,3.045,15.0086,-0.8123
"cleaves","rucker",2017,"Full Season","Spain - ACB","Redbirds",6,0,104.91,58,16,34,5,15,11,16,4,10,10,4,0,3,5,0,0,4,14,16,0,0,0,0,0,0,0,0,0,182.413,182.413,2651.601,27.5636,0.5175,0.3061,0.3265,13.8211,11.6304,12.8649,5.5272,3.1403,4.9041,5.0813,1.9418
"cleaves","rucker",2018,"Full Season","Spain - ACB","Dolphins",33,27,891.27,396,105,225,39,106,69,104,16,22,120,56,0,62,34,0,0,15,87,107,0,0,0,0,0,0,0,0,0,1566.8279,1566.8279,2398.9218,23.9631,0.5255,0.3202,0.3142,3.5422,18.9875,11.2338,13.3828,1.8533,2.6529,14.1307,-1.6058
"cleaves","rucker",2019,"Full Season","Spain - ACB","Dolphins",31,26,794.75,349,102,196,26,86,67,92,12,16,90,40,0,50,26,0,0,15,79,102,0,0,0,0,0,0,0,0,0,1451.639,1451.639,2529.7114,22.3066,0.5411,0.305,0.3262,1.7973,16.8152,9.542,10.3588,1.8293,3.491,13.4235,-2.4196
"cleaves","rucker",2020,"Full Season","Spain - ACB","Dolphins",19,16,450.16,167,49,110,11,39,36,64,5,20,53,27,0,46,11,0,0,15,45,54,0,0,0,0,0,0,0,0,0,835.2443,835.2443,1651.3739,23.4578,0.4713,0.2617,0.4295,4.7967,13.9006,10.2098,13.7339,1.3481,4.6561,20.613,-4.6322
"cleaves","rucker",2021,"Full Season","Spain - ACB","Dolphins",21,18,534.42,190,71,143,5,29,33,53,10,31,57,47,0,25,21,0,0,15,50,51,0,0,0,0,0,0,0,0,0,999.9862,999.9862,1571.7645,18.8516,0.4864,0.1686,0.3081,7.6733,13.8373,11.3272,17.2614,2.1643,4.4423,11.3471,0.9469
"bojan","tate",2021,"Full Season","Spain - ACB","Stags",20,17,459.84,142,41,97,13,41,21,33,8,9,28,67,0,30,24,0,0,2,46,44,0,0,0,0,0,0,0,0,0,846.683,846.683,1489.9809,18.5637,0.4655,0.2971,0.2391,3.705,7.8953,5.1369,29.3293,2.7198,0.0722,16.4366,-4.166
"rick","tonut",2021,"Full Season","Spain - ACB","Demons",1,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2234,0.2234,1488.0084,6.5497,0.549139693509615,0.352317615176152,0.300971875940982,0,0,0,0,0,0,16.1472664668864,-0.724381623415812
"profit","djedovic",2021,"Full Season","EuroLeague","Norse",21,20,474.91,203,76,108,0,0,51,82,4,46,68,41,0,36,11,0,0,15,48,86,0,0,0,0,0,0,0,0,0,829.1956,829.1956,1684.8642,19.2276,0.7045,0,0.6810375,16.8632,20.7989,17.6932,17.3201,1.0211,4.3167,19.9911,5.2113
"luca","gentile",2021,"Full Season","EuroLeague","Gators",24,12,288.43,170,62,98,0,0,46,58,1,31,48,16,0,43,15,0,0,15,41,59,0,0,0,0,0,0,0,0,0,506.742,506.742,1756.9329,28.0913,0.6881,0,0.5918,15.4997,20.6667,19.3673,9.4515,3.3957,5.932625,25.8227,2.9465
"luca","gentile",2021,"Full Season","Spain - ACB","Gators",17,7,221.75,118,46,72,0,0,26,39,2,30,44,10,0,19,3,0,0,10,32,39,0,0,0,0,0,0,0,0,0,402.6542,402.6542,1525.2778,23.3824,0.6617,0,0.5417,18.165,24.8262,21.4297,8.5952,0.9374,4.9646,17.5666,2.7032
"torrey","hilliard",2021,"Full Season","Italy - Liga A","Chanticleers",14,14,357,105,35,60,8,20,11,15,3,14,44,53,0,14,17,0,0,3,33,30,0,0,0,0,0,0,0,0,0,662.3672,662.3672,1410.0814,13.4504,0.6062,0.25,0.1875,5.0019,13.8693,10.2889,24.136,2.9347,1.268,13.9165,2.41
"detlef","hutchison",2021,"Full Season","Italy - Liga A","Longhorns",2,0,11,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20.314,20.314,664.8224,17.7124,0.3484875,0.75,0,0,0,0,0,0,0,0.739062499999999,-11.1913
