"first_name","last_name","season","season_type","league","team","games","starts","minutes","points","plus_minus","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","offensive_fouls","charges_drawn","technical_fouls","flagrant_fouls","ejections","points_off_turnovers","points_in_paint","second_chance_points","fast_break_points","possessions","estimated_possessions","calculated_possessions","plays_used","team_possessions","usage_percentage","true_shooting_percentage","three_point_attempt_rate","free_throw_rate","offensive_rebounding_percentage","defensive_rebounding_percentage","total_rebounding_percentage","assist_percentage","steal_percentage","block_percentage","turnover_percentage","internal_box_plus_minus"
"McRae","McRae",2013,"Full Season","NBA","Mavericks",8,0,25.7,16,-9,4,11,2,3,2,2,3,1,2,1,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57.5,50.3567,57.5,17,7829.7857,29.9259,0.5376,0.2143,0.1429,5.9501,8.7485,7.1112,9.0503,1.8054,0,11.8483,-1.6788
"McRae","McRae",2014,"Full Season","NBA","Jazz",13,0,80.15,26,-3,5,14,1,7,13,16,3,1,5,8,0,2,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,176.5,157.5335,176.5,31,7975.657,16.6072,0.4415,0.3662,0.6449,0.6995,8.5477,5.0785,14.2418,1.8245,0,11.2068,-4.4066
"McRae","McRae",2015,"Full Season","NBA","Clippers",19,0,89,35,-5,8,20,4,13,7,13,2,1,8,10,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,197.5,176.6743,197.5,46,9177.1374,23.0319,0.452,0.3939,0.3939,1.8543,9.526,6.5343,17.7103,1.8585,0,15.3106,-7.6089
"McRae","McRae",2016,"Full Season","NBA","Jazz",44,3,410.4167,120,-44,24,66,12,39,36,55,17,3,35,20,0,21,14,0,0,2,41,0,0,0,0,0,0,0,0,0,0,857,794.6893,857,154,9374.3975,16.597,0.4644,0.3715,0.5238,0.6004,10.7531,4.7482,6.5427,1.823,0.2827,13.9817,-5.7054
"Gortat","Henderson",2014,"Full Season","NBA","Pistons",34,0,237.5333,83,37,27,58,7,39,8,10,0,14,32,11,0,11,6,0,0,1,20,0,0,0,0,0,0,0,0,0,0,469.7557,469.7557,1887.76248513674,375.510701545779,7823.5478,20.2466,0.4093,0.4021,0.1031,5.2231,14.8061,10.7138,8.2213,1.1133,0.5255,9.7865,-6.086
"Gortat","Henderson",2015,"Full Season","NBA","Jazz",24,1,222.8833,109,69,27,53,18,42,1,1,0,3,27,10,0,9,2,0,0,7,19,0,0,0,0,0,0,0,0,0,0,443.4501,443.4501,1887.76248513674,375.510701545779,8262.0722,20.5647,0.5771,0.4481,0.0111,2.0893,15.1523,8.866,7.2859,0.2564,2.5806,8.2529,0.3473
"Lessort","Benimon",2014,"Full Season","NBA","76ers",51,0,575.05,144,-29,52,118,2,10,34,53,11,38,71,28,0,35,24,0,0,8,92,0,0,0,0,0,0,0,0,0,0,1250,1187.8834,1250,192,8202.913,13.7198,0.4758,0.0781,0.4141,6.4847,12.6294,10.4781,5.68,2.153,1.5569,18.7849,-6.2621
"Lessort","Benimon",2015,"Full Season","NBA","Jazz",27,6,422.8833,142,-161,47,103,8,34,24,37,13,38,45,30,0,29,18,0,0,7,59,0,0,0,0,0,0,0,0,0,0,917,840.8036,917,187,7939.4905,18.8997,0.4649,0.249,0.2716,10.1556,11.4382,12.0285,12.7678,1.9385,1.2445,15.8816,-4.4464
"Orlando","Norvell Jr.",2012,"Full Season","NBA","Grizzlies",15,0,130.2833,28,-47,6,14,4,13,4,8,3,16,11,6,0,3,7,0,0,1,19,0,0,0,0,0,0,0,0,0,0,273,245.5999,273,34,6652.5941,11.6774,0.4587,0.4815,0.2963,13.2568,9.9151,12.2752,9.3194,2.8524,0.8625,8.9499,0.51
"Ouattara","Luz",2010,"Full Season","NBA","Wizards",2,0,7.9833,5,1,2,4,0,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,15.2418,17,5,7571.874,27.6975,0.5123,0,0.5,0,0,0,32.1545,0,5.172,0.7082,5.78375
"Kyzlink","Smart",2015,"Full Season","NBA","Heat",4,0,21.6833,3,-4,0,0,1,6,0,0,0,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43.5,41.068,43.5,7,7473.6887,15.1696,0.33845,1,0,0,9.8331,5.4082,8.6596,0,0,14.2857,-9.79585
"Blazic","Canaan",2010,"Full Season","NBA","Pistons",69,4,914.9333,349,-114,108,200,29,95,46,56,11,34,140,34,0,48,25,0,0,26,114,0,0,0,0,0,0,0,0,0,0,1834.5,1687.7188,1834.5,374,7297.3793,18.5245,0.5459,0.322,0.1898,4.8111,19.3059,11.7007,7.4192,1.7192,2.2191,13.0563,-1.5596
"Blazic","Canaan",2011,"Full Season","NBA","Pistons",72,16,1446.1,537,-132,124,299,69,172,82,108,22,64,210,78,0,59,39,0,0,39,165,0,0,0,1,0,0,0,0,0,0,2860.5,2685.8517,2860.5,586,7384.6528,18.6157,0.5178,0.3652,0.2293,5.2401,17.3069,11.5719,9.9035,1.3227,1.9479,10.2161,-1.2522
"Blazic","Canaan",2012,"Full Season","NBA","Pistons",41,4,603.1333,194,-142,60,165,13,62,35,43,11,14,77,33,0,40,22,0,0,21,62,0,0,0,0,0,0,0,0,0,0,1212.5,1121.3799,1212.5,289,6397.06445,21.9123,0.3944,0.2731,0.1894,3.0728,14.8688,10.2174,11.541,1.8748,2.5527,13.9899,-5.0504
"Blazic","Canaan",2013,"Full Season","NBA","Jazz",59,0,695.5833,254,12,52,117,41,99,27,35,9,16,108,42,0,30,14,0,0,23,84,0,0,0,0,0,0,0,0,0,0,1439,1298.7677,1439,265,8072.9107,17.2441,0.5516,0.4541,0.1642,1.9714,20.1767,10.0332,8.1561,1.1766,2.9834,11.4365,0.2596
"Blazic","Canaan",2014,"Full Season","NBA","Jazz",23,1,154.0667,66,1,12,33,12,37,6,10,1,5,23,8,0,5,4,0,0,4,18,0,0,0,0,0,0,0,0,0,0,324,301.2606,324,81,9595.2675,23.4313,0.4392,0.5316,0.1459,4.9504,15.8807,11.0779,10.4695,1.3396,2.1689,6.0406,-3.8919
"Blazic","Canaan",2015,"Full Season","NBA","Jazz",34,4,343.9833,129,-43,26,70,24,71,5,6,2,10,65,17,0,23,12,0,0,5,39,0,0,0,0,0,0,0,0,0,0,733,672.4794,733,167,8637.6949,22.0392,0.4504,0.5051,0.0441,4.2479,22.0436,13.3724,10.0316,1.8396,1.4718,13.8692,-4.1577
"Yanick","Larentzakis",2013,"Full Season","NBA","Spurs",77,6,934.5833,280,-33,75,160,31,85,37,46,15,25,117,140,0,81,41,0,0,6,88,0,0,0,0,0,0,0,0,0,0,1981,1815.3502,1981,350,9739.2769,17.145,0.5278,0.3469,0.1878,4.4692,12.4366,9.5848,23.6599,2.3208,0.942,23.3942,0.831
"Yanick","Larentzakis",2014,"Full Season","NBA","Jazz",48,3,498.1667,177,1,46,100,18,53,31,35,7,14,60,65,0,35,22,0,0,6,50,0,0,0,0,0,0,0,0,0,0,1028,968.6971,1028,205,9286.1739,18.5739,0.5253,0.3465,0.2287,3.9389,13.8548,8.5788,17.8913,2.4313,1.3484,17.2095,0.0012
"Voigtmann","Kljajic",2016,"Full Season","NBA","Rockets",3,0,6.15,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12.5144,16,0,8558.5975,5.30725,0.507383273596177,0.296218817204301,0.271270131421744,0,18.2457,8.4783,0,3.332,0,14.1574455847255,3.6378
"Voigtmann","Kljajic",2017,"Full Season","NBA","Rockets",81,2,1450.4167,513,56,143,248,63,193,38,68,18,99,195,77,10,41,39,30,15,22,85,0,0,0,0,0,0,0,0,0,0,3156.5,3008.9078,3156.5,519,9312.4874,14.9981,0.5447,0.4376,0.1542,7.1918,15.0799,12.4499,9.0349,1.1945,1.5823,8.0091,-0.3
"Voigtmann","Kljajic",2018,"Full Season","NBA","Clippers",73,1,882.5167,303,61,118,199,10,60,37,56,18,44,130,38,10,34,24,30,15,9,71,0,0,0,1,0,0,0,0,0,0,1964.5,1814.8903,1964.5,320,8104.6433,15.5367,0.5341,0.2317,0.2162,5.3226,16.4625,11.5546,4.8575,1.5109,0.7466,10.7039,-2.8366
"Voigtmann","Kljajic",2019,"Full Season","NBA","Jazz",47,5,788.5667,287,-89,101,194,19,62,28,46,21,53,95,46,10,24,38,30,15,7,47,0,0,0,0,0,0,0,0,0,0,1738,1648.6068,1738,303,8318.137,16.2349,0.5202,0.2432,0.1807,7.3595,13.0126,11.3794,9.8055,2.367,1.2242,8.0146,-1.6922
"Datome","Cissoko Jr.",2017,"Full Season","NBA","Hawks",74,2,1250.9333,399,36,121,280,27,111,76,95,20,10,114,193,10,95,39,30,15,1,112,0,0,0,0,0,0,0,0,0,0,2696,2539.3893,2696,530,8655.9018,18.3811,0.461,0.2839,0.243,1.5638,10.384,4.7282,25.7831,1.5121,0.436,17.9992,-5.3551
"Datome","Cissoko Jr.",2018,"Full Season","NBA","Hawks",54,3,1014.0667,338,-106,63,161,46,124,74,92,18,9,91,163,10,66,35,30,15,6,82,0,0,0,0,0,0,0,0,0,0,2219.5,2076.0351,2219.5,397,8068.1624,16.8695,0.5192,0.4351,0.3228,1.7224,9.2841,6.0321,22.4346,1.7401,0.7089,16.8591,-2.397
"Boumtje-Boumtje","Shields",2010,"Full Season","NBA","Bucks",82,55,2504.9667,895,70,176,403,107.5,305.5,96,123,41,54,368,220,0,131,85,0,0,23,152,0,0,0,0,0,0,0,0,0,0,4983.5,4761.0089,4983.5,1001,8233.519,17.9764,0.5209,0.4994,0.1528,3.071,18.9278,9.848,13.859,1.8495,0.9134,13.2307,1.1843
"Boumtje-Boumtje","Shields",2011,"Full Season","NBA","Bucks",49,40,1590.45,565,-83,95,229,105,284,60,75,28,24,176,112,0,57,76,0,0,8,72,0,0,0,0,0,0,0,0,0,0,3127,2974.1738,3127,607,7416.5007,17.7431,0.5174,0.5536,0.1462,2.6294,12.1194,8.6622,10.898,2.4715,0.3592,9.4527,1.4004
"Boumtje-Boumtje","Shields",2012,"Full Season","NBA","Bucks",54,53,1537.3833,488,-185,96,214,86,239,38,48,33,20,188,123,0,66,79,0,0,10,99,0,0,0,1,0,0,0,0,0,0,3144.5,3002.5791,3144.5,545,6397.06445,15.4749,0.5146,0.5276,0.106,2.1444,14.31,6.824,14.5536,2.5197,0.2806,12.2195,-0.1202
"Boumtje-Boumtje","Shields",2013,"Full Season","NBA","Rockets",72,5,1809.6167,753,154.5,97,208,107.5,305.5,52,60,28,19,213,145,0,77,71,0,0,10,124,0,0,0,0,0,0,0,0,0,0,3814,3620.6018,3814,770,8491.2095,18.4529,0.5485,0.6848,0.0909,2.0984,11.8757,7.1268,13.3402,1.8691,0.9246,10.0865,1.4521
"Delon","Massenat",2019,"Full Season","NBA","Clippers",2,0,14.7667,3,3,1,5,0,0,1,2,2,2,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,33.5,31.3128,33.5,6,9020.6265,16.7686,0.33845,0,0.4,14.215,14.6407,14.9505,0,3.332,0,0.7082,-9.79585
"Brady","Sanders",2012,"Full Season","NBA","Jazz",6,0,90.7167,26,-23,8,14,2,14,4,6,2,0,8,10,0,7,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,180,170.0804,180,38,6397.06445,19.4501,0.4232,0.4982,0.2166,0,11.5739,6.7521,19.4755,1.1026,0,18.4924,-7.1924
"Brady","Sanders",2013,"Full Season","NBA","Mavericks",2,0,4.3667,0,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,8.5561,7.5,2,7829.7857,20.8683,0.33845,0,0,0,0,0,0,0,0,0.7082,-9.79585
"Angola","Chiozza",2010,"Full Season","NBA","Heat",6,2,44.4333,5,-4,1,4,1,6,0,0,1,1,3,3,0,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,92.5,83.0333,92.5,13,7878.5083,13.7627,0.33845,0.6,0,4.1591,9.7903,6.6959,11.609,1.2203,0,23.0769,-9.79585
"Pokusevski","Hakanson",2010,"Full Season","NBA","Bobcats",86,55,3058.2333,955,108,320,586,67,215,114,149,31,128.5,306,233.5,0,170,61,0,0,54.5,230,0,0,0,1,0,0,0,0,0,0,6021,5741.9797,6021,1075,7825.6199,16.0996,0.551,0.2684,0.186,5.2106,11.0365,9.0804,20.2413,1.1273,1.6653,17.9829,0.6012
"Pokusevski","Hakanson",2011,"Full Season","NBA","Bobcats",82,55,2778.2833,924,-209.5,303,548,78,226,84,123,30,105,309,233.5,0,166,74,0,0,46,190,0,0,0,1,0,0,0,0,0,0,5451,5188.796,5451,1009,7397.6691,16.7997,0.5579,0.292,0.1589,4.3958,14.9071,10.617,19.5172,1.5516,1.1522,16.6982,0.4959
"Pokusevski","Hakanson",2012,"Full Season","NBA","Jazz",71,49,1770.9333,452,-96,152,304,40,117,28,43,19,98,255,233.5,0,127,45,0,0,29,154,0,0,0,1,0,0,0,0,0,0,3624.5,3387.8134,3624.5,570,6639.9384,14.7249,0.5289,0.2702,0.1041,5.4492,16.9862,11.6369,23.0291,1.1832,0.8724,22.4667,-0.7712
"Pokusevski","Hakanson",2013,"Full Season","NBA","Spurs",91,21,1981.3333,500,154.5,168,295,35,91,59,79,15,74,220,208,0,97,56,0,0,30,171,0,0,0,1,0,0,0,0,0,0,4141,3848.5748,4141,524,9739.2769,12.0934,0.5942,0.2358,0.2047,4.8696,12.7877,9.8476,16.838,1.6645,1.5708,18.7345,0.7748
"Pokusevski","Hakanson",2014,"Full Season","NBA","Spurs",102,27,2578.25,928,154.5,319,583,63,157,101,140,29,99,338,233.5,0,150,58,0,0,35,184,0,0,0,0,0,0,0,0,0,0,5448.5,5074.4582,5448.5,962,9747.08485,16.7729,0.5788,0.2122,0.1892,3.9418,13.664,8.5668,16.6549,1.3615,0.7188,15.7629,1.8912
"Pokusevski","Hakanson",2015,"Full Season","NBA","Spurs",88,14,2182.3167,789,154.5,267,516,58,187,81,106,27,91,300,233.5,0,135,41,0,0,26,172,0,0,0,1,0,0,0,0,0,0,4546.5,4266.0342,4546.5,889,8468.2761,18.4225,0.5263,0.266,0.1508,5.4374,14.5121,9.5988,18.1588,1.1821,0.7731,15.2604,-0.1626
"Pokusevski","Hakanson",2016,"Full Season","NBA","Spurs",85,4,1544.0333,532,154.5,196,354,27,75,59,80,20,60,192,197,10,103,28,3,2,25,111,0,0,0,2,0,0,0,0,0,0,3311.5,3009.206,3311.5,575,8616.1999,16.856,0.573,0.1748,0.1865,5.1741,13.286,8.3444,17.0393,1.0794,1.7303,18.1594,0.8026
"Pokusevski","Hakanson",2017,"Full Season","NBA","Jazz",84,42,1485.4833,401,30,144,280,26,95,35,45,11,49,130,192,10,101,25,30,15,13,95,0,0,0,1,0,0,0,0,0,0,3009,2835.1563,3009,501,8548.5073,15.6274,0.5079,0.2533,0.12,3.3416,11.8553,7.1022,19.3448,0.8652,0.4507,20.3711,-1.9395
"E'Twaun","Ken",2010,"Full Season","NBA","Jazz",11,0,58.5333,6,-37,1,3,1,7,1,4,0,0,3,10,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,126.5,111.8487,126.5,12,7862.2403,9.1423,0.33845,0.6431,0.4284,0,7.0419,3.235,22.847,3.332,0,0.7082,-2.166
"Rod","Haslem",2019,"Full Season","NBA","Mavericks",72,55,2317.7833,1220,-118,326,672,107.5,305.5,180.5,237,52,86,412,233.5,7,170,77,30,15,25,137,0,0,0,2.5,0,0,0,0,0,0,5045,4778.8861,5045,1339,8156.618,29.96685,0.5448,0.4339,0.4086,4.9592,23.0286,14.4845,32.1545,1.9057,1.0015,14.9933,5.6535
"Rod","Haslem",2020,"Full Season","NBA","Mavericks",67,55,2261.6667,1220,154.5,326,680,107.5,305.5,180.5,237,60.5,82,412,233.5,3,170,69,30,15,17,170,0,0,0,2.5,0,0,0,0,0,0,4991,4689.7647,4991,1339,8145.0534,29.96685,0.5864,0.423,0.4526,3.3366,24.7817,16.0674,32.1545,1.6564,0.9142,14.9274,5.78375
"Rod","Haslem",2021,"Full Season","NBA","Mavericks",32,32,1124.9833,916,27,234,430,85,238,180.5,237,28,27,242,233.5,9,133,31,30,15,22,64,0,0,0,2.5,0,0,0,0,0,0,2458,2315.7477,2458,936,6397.06445,29.96685,0.587,0.3563,0.3817,3.9394,24.1666,13.2272,32.1545,1.1853,1.6396,14.5642,5.78375
"Brody","Miller Jr.",2010,"Full Season","NBA","Jazz",15,0,106.7833,23,24,9,20,0,0,5,12,8,16,27,2,0,6,3,0,0,2,21,0,0,0,0,0,0,0,0,0,0,221.5,209.153,221.5,32,7792.6431,12.9577,0.4555,0,0.5838,16.0103,30.5396,22.8476,2.6123,1.6214,1.5493,19.1937,-5.7874
"Brody","Miller Jr.",2011,"Full Season","NBA","Raptors",43,9,522,135,-16,52,99,0,0,31,65,11,79,111,27,0,39,24,0,0,17,78,0,0,0,1,0,0,0,0,0,0,1046,1009.8671,1046,170,7653.3221,14.2981,0.529,0,0.6449,17.5374,26.1562,22.4888,6.9098,2.2089,2.1299,23.4094,-1.6399
"Brody","Miller Jr.",2015,"Full Season","NBA","Rockets",75,17,867.7167,185,6,80,146,0,1,25,85,25,104,179,27,0,42,40,0,0,25,159,0,0,0,2.5,0,0,0,0,0,0,1860,1760.8178,1860,233,9693.748,11.2378,0.5016,0.0068,0.5782,12.8254,23.0626,18.6072,4.6806,2.1177,2.032,18.5512,-1.1598
"Bo","Maloney Jr.",2018,"Full Season","NBA","Hawks",56,5,974.15,405,-147,72,183,72,199,45,63,27,17,113,79,2,37,17,30,15,5,63,0,0,0,0,0,0,0,0,0,0,2157,1994.3163,2157,450,8068.1624,20.0387,0.4942,0.5209,0.1649,1.9284,12.8713,7.5443,13.3998,1.0334,0.8668,8.2826,-2.9627
"Bo","Maloney Jr.",2019,"Full Season","NBA","Jazz",48,11,697.8167,296,-35,63,132,44,132,38,61,19,27,86,56,2,27,14,30,15,2,53,0,0,0,0,0,0,0,0,0,0,1569.5,1442.1838,1569.5,321,8213.348,19.7151,0.5076,0.4979,0.2331,5.0211,13.1849,9.1498,13.8655,0.7906,0.1012,8.5048,-3.4682
"Giricek","Grantham",2010,"Full Season","NBA","Nets",67,38,1729.8667,657,-209.5,241,519,14,54,133,157,60.5,45,153,93,0,97,55,0,0,19,101,0,0,0,1,0,0,0,0,0,0,3507.5,3292.2766,3507.5,754,7529.0462,19.6018,0.5116,0.0942,0.274,2.7839,10.2675,5.5992,10.5781,1.4885,1.2509,13.1244,-3.2229
"Giricek","Grantham",2011,"Full Season","NBA","Bucks",44,12,884.0667,323,-21,102,227,15,46,74,89,29,7,81,50,0,35,29,0,0,13,73,0,0,0,0,0,0,0,0,0,0,1750,1653.2226,1750,356,7416.5007,18.3771,0.5174,0.1685,0.326,1.7267,9.8435,5.211,9.7457,1.5773,1.1322,10.0818,-1.3972
"Giricek","Grantham",2013,"Full Season","NBA","Mavericks",6,0,63.1,17,-13,5,10,0,4,7,10,0,0,5,4,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,130,123.6385,130,19,7829.7857,14.0081,0.462,0.2857,0.6449,0,9.6503,4.1413,10.7528,1.4312,0,5.1546,-3.7124
"Giricek","Grantham",2014,"Full Season","NBA","Bobcats",53,8,1085.2667,377,-21,67,128,55,140,78,96,12,18,109,53,0,40,29,0,0,16,72,0,0,0,0,0,0,0,0,0,0,2226,2088.2578,2226,359,8029.6392,14.9265,0.6076,0.5224,0.3582,3.3982,11.2881,6.1717,6.2779,1.417,0.9094,11.4207,-0.3761
"Giricek","Grantham",2015,"Full Season","NBA","Clippers",12,0,102.55,19,-14,4,14,1,7,8,8,4,1,11,4,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,212.5,203.5725,212.5,25,9177.1374,10.7201,0.3874,0.3333,0.381,2.5562,11.3487,5.9161,3.8109,0.3001,0,0.7082,-6.7103
"Walton Jr.","Antic",2010,"Full Season","NBA","Knicks",56,12,1086.9667,481,-104,111,216,68,175,55,68,21,40,68,112,0,55,42,0,0,3,116,0,0,0,0,0,0,0,0,0,0,2259.5,2130.6593,2259.5,482,7783.9075,19.7622,0.5714,0.4476,0.1739,3.8684,7.9393,6.4413,17.3132,1.9367,0.3726,11.5566,-0.4463
"Walton Jr.","Antic",2011,"Full Season","NBA","Knicks",85,12,2083.15,899,65,179,395,107.5,305.5,91,113,29,67,190,233.5,0,93,90,0,0,4,189,0,0,0,0,0,0,0,0,0,0,4386,4140.1939,4386,944,8244.0171,20.0024,0.5315,0.5038,0.142,4.6024,11.0025,7.1377,21.8421,2.2144,0.1032,9.9071,0.223
"Walton Jr.","Antic",2012,"Full Season","NBA","Knicks",39,9,664.3333,239,-12,68,174,27,117,22,26,15,16,56,78,0,56,29,0,0,1,55,0,0,0,1,0,0,0,0,0,0,1350.5,1283.3679,1350.5,360,6622.2554,24.2824,0.3951,0.4021,0.0893,1.722,9.4205,6.5054,18.8317,2.1356,0.147,15.6233,-5.6626
"Walton Jr.","Antic",2013,"Full Season","NBA","Jazz",71,0,1288.0333,534,102,106,250,82,216,76,84,31,34,104,151,0,81,71,0,0,3,145,0,0,0,0,0,0,0,0,0,0,2753,2558.3706,2753,590,8271.556,19.9101,0.5327,0.4642,0.1778,2.9429,8.7117,5.732,20.1067,3.0809,0.501,14.0504,-0.5521
"Walton Jr.","Antic",2014,"Full Season","NBA","Jazz",61,17,703.8667,212,-23,42,91,34,108,26,36,14,19,72,73,0,35,19,0,0,5,84,0,0,0,0,0,0,0,0,0,0,1418.5,1356.4105,1418.5,252,9034.0367,16.5088,0.4935,0.5285,0.1896,4.8553,13.6574,7.7196,17.5963,1.3183,0.429,13.9164,-2.0917
"Walton Jr.","Antic",2015,"Full Season","NBA","Pelicans",12,0,176.5667,51,7,14,33,5,18,8,13,1,2,20,24,0,10,11,0,0,4,20,0,0,0,0,0,0,0,0,0,0,347,336.146,347,68,7906.4437,17.2475,0.4496,0.3529,0.2549,1.2239,12.3407,8.4133,20.8863,3.1241,1.6729,14.988,-1.6971
"Walton Jr.","Antic",2016,"Full Season","NBA","Pelicans",61,18,1262.2833,531,-144,102,242,81,203,84,99,29,25,118,157,0,64,70,0,0,5,131,0,0,0,1,0,0,0,0,0,0,2712,2545.1791,2712,557,7976.5993,19.3616,0.5434,0.4562,0.2225,2.0165,9.877,7.2544,18.7612,2.7674,0.2329,11.5825,-0.0613
"Walton Jr.","Antic",2017,"Full Season","NBA","Grizzlies",24,0,393.8,117,10,36,75,7,42,24,29,9,13,48,56,0,21,18,30,15,5,50,0,0,0,0,0,0,0,0,0,0,836.5,753.3351,836.5,150,8176.1154,17.5155,0.4508,0.359,0.2479,2.8719,15.1789,8.8949,24.9356,2.4237,0.9552,13.9294,-1.5589
"Frankamp","Craft",2020,"Full Season","NBA","Pistons",38,19,753.7167,243,-178,64,138,28,98,31,46,27,20,98,19,10,35,20,23,15,8,80,0,0,0,0,0,0,0,0,0,0,1612,1532.3101,1612,299,6491.3864,16.8656,0.4742,0.4153,0.1949,4.3313,16.4625,8.5105,2.7764,1.4504,1.3761,12.0176,-6.6059
"Frankamp","Craft",2021,"Full Season","NBA","Pistons",30,2,396.2167,115,-122,29,73,13,53,18,25,12,16,55,21,9,17,12,21,8,2,46,0,0,0,0,0,0,0,0,0,0,868,807.2346,868,156,6397.06445,16.8817,0.4197,0.4206,0.1984,3.9909,16.9954,8.8815,6.3155,1.7731,0.4228,11.039,-7.0954
"Ehigiator","Cordinier",2011,"Full Season","NBA","Suns",24,0,291.7,121,-45,48,115,3,10,16,17,3,5,15,51,0,29,20,0,0,2,30,0,0,0,1,0,0,0,0,0,0,598,573.5627,598,163,7867.0708,24.9813,0.4567,0.08,0.136,1.3074,5.1354,5.2063,27.6065,3.332,0.4915,17.9589,-3.7322
"Iannicelli","Roberson",2018,"Full Season","NBA","Nets",10,0,124.5,34,-12,9,24,4,23,4,8,5,3,15,10,0,2,6,6,13,2,13,0,0,0,0,0,0,0,0,0,0,271,256.4497,271,54,8179.6134,18.2618,0.33845,0.4894,0.1702,1.9611,13.8657,8.8877,12.075,2.1677,1.0817,3.8081,-6.8922
"Harper","Jovic",2010,"Full Season","NBA","Suns",96,2,1679.1667,757,80,178,363,87,228,140,190,38,48,152,233.5,0,142,52,0,0,9,149,0,0,0,1,0,0,0,0,0,0,3463.5,3309.7635,3463.5,831,9291.6477,21.6221,0.5611,0.3858,0.3215,2.6364,11.768,6.4665,23.9175,1.4239,0.1065,17.3892,0.2848
"Harper","Jovic",2011,"Full Season","NBA","Jazz",70,5,1233.8667,523,-209.5,136,286,56,155,83,133,26,36,106,204,0,117,50,0,0,10,125,0,0,0,2.5,0,0,0,0,0,0,2541.5,2424.7254,2541.5,628,7847.517,22.4228,0.5262,0.354,0.3012,4.1309,8.6823,7.0362,26.0634,1.981,0.9858,18.622,-1.2777
"Harper","Jovic",2012,"Full Season","NBA","Rockets",66,28,1751.9167,775,77,209,398,68,202,153,190,35,53,115,233.5,0,157,85,0,0,10,166,0,0,0,2,0,0,0,0,0,0,3507.5,3346.4977,3507.5,855,6397.06445,21.8042,0.5669,0.3367,0.3167,4.9951,8.1344,6.6674,30.7059,2.4876,0.3886,18.6771,1.7851
"Harper","Jovic",2013,"Full Season","NBA","Suns",77,55,2581.15,1134,-209.5,313,630,88,276,180.5,237,39,60,178,233.5,0,170,90,0,0,26,214,0,0,0,2.5,0,0,0,0,0,0,5297.5,5024.8942,5297.5,1270,7711.1389,21.7335,0.5403,0.3046,0.3598,3.363,6.6532,5.1886,32.1545,2.7112,1.0249,16.8062,1.3827
"Harper","Jovic",2014,"Full Season","NBA","Suns",76,55,2667.9833,1220,154.5,326,680,107.5,299,180.5,237,60,69,176,233.5,0,170,90,0,0,22,206,0,0,0,2.5,0,0,0,0,0,0,5588.5,5322.8363,5588.5,1339,7882.5554,24.5428,0.6042,0.2736,0.3806,3.383,9.2407,4.0993,29.6636,1.9805,1.0896,14.3045,3.7946
"Harper","Jovic",2015,"Full Season","NBA","Jazz",78,55,2640.0333,1220,22,326,680,90,259,180.5,234,49,81,193,233.5,0,170,78,0,0,15,195,0,0,0,2.5,0,0,0,0,0,0,5541,5194.1034,5541,1286,7803.0531,21.7567,0.5771,0.2575,0.2362,3.4352,7.7612,7.2919,21.6109,1.47,0.7923,13.5403,0.7909
"Harper","Jovic",2016,"Full Season","NBA","Heat",86,55,2834.6667,1220,154.5,326,680,80,251,153,208,49,65,281,233.5,1,170,77,13,13,20,234,0,0,0,2.5,0,0,0,0,0,0,5837,5496.5196,5837,1339,9022.3327,22.51,0.5326,0.2322,0.1924,3.9548,12.1021,5.9489,26.8098,1.5003,0.3199,15.5561,-0.3539
"Harper","Jovic",2017,"Full Season","NBA","Heat",73,55,2459.4167,1220,62,326,680,107.5,289,180.5,237,60.5,62,217,233.5,10,170,89,30,15,13,199,0,0,0,2.5,0,0,0,0,0,0,5163,4878.7088,5163,1339,7847.4592,27.0922,0.5749,0.2571,0.3354,2.3978,10.9082,7.1086,30.6727,1.7188,0.8358,14.1156,2.4778
"Harper","Jovic",2018,"Full Season","NBA","Heat",80,55,2533.7333,1220,-8,326,680,107.5,305.5,180.5,237,57,57,262,233.5,10,170,68,30,15,12,195,0,0,0,2.5,0,0,0,0,0,0,5326,5060.7849,5326,1339,8440.8555,25.8044,0.543,0.2791,0.2548,2.9515,11.612,7.8666,24.6307,1.3674,0.0742,12.3979,0.2031
